Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
ACTIVE_NOT_RECRUITING,NO,DRUG: Rosuvastatin|DRUG: Rosuvastatin (Inhibitor arm)|DRUG: Eltrombopag,ALL,ADULT,PHASE1,20,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2022-02-01,2024-12
NOT_YET_RECRUITING,NO,BEHAVIORAL: Behavioral: Core Exercise Promotion Intervention,ALL,"ADULT, OLDER_ADULT",NA,85,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-02-15,2026-04-01
NOT_YET_RECRUITING,NO,BEHAVIORAL: Nutritional intervention|BEHAVIORAL: Physical exercise intervention,FEMALE,"ADULT, OLDER_ADULT",NA,80,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: SUPPORTIVE_CARE,2023-01,2023-09
NOT_YET_RECRUITING,NO,DRUG: AK105|DRUG: Anlotinib hydrochloride|DRUG: Albumin Paclitaxel,FEMALE,"ADULT, OLDER_ADULT",PHASE2,42,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-07,2024-03
RECRUITING,NO,DRUG: AZD8205,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,248,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-18,2025-06-30
COMPLETED,NO,DEVICE: Steri-strip,ALL,"ADULT, OLDER_ADULT",NA,94,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2020-11-01,2023-07-15
RECRUITING,NO,COMBINATION_PRODUCT: Chidamide,FEMALE,"ADULT, OLDER_ADULT",PHASE2,59,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-23,2024-05-23
NOT_YET_RECRUITING,NO,DRUG: chidamide，fulvestrant,FEMALE,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-05-01,2024-09-01
RECRUITING,NO,OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|RADIATION: Radiation Boost|PROCEDURE: Therapeutic Surgical Procedure|RADIATION: Whole Breast Irradiation|OTHER: Breast MRI,ALL,"ADULT, OLDER_ADULT",NA,55,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-05-18,2024-01-31
RECRUITING,NO,DRUG: Tamoxifen|DIAGNOSTIC_TEST: FES PET/CT,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,12,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-20,2025-12
COMPLETED,NO,BEHAVIORAL: Breast cancer decision aid,FEMALE,OLDER_ADULT,NA,22,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-05-12,2023-09-14
COMPLETED,YES,BEHAVIORAL: Core Exercise Promotion Intervention,ALL,"ADULT, OLDER_ADULT",NA,37,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-08-10,2022-06-13
RECRUITING,NO,DRUG: Adagrasib|DRUG: Eltrombopag + adagrasib,ALL,ADULT,PHASE1,16,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: OTHER,2023-06-29,2024-08-17
RECRUITING,NO,DRUG: Cyclophosphamide|DRUG: Trastuzumab|DRUG: Pertuzumab|BIOLOGICAL: NK cells|DRUG: Interleukin-2,FEMALE,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-11,2025-04-11
NOT_YET_RECRUITING,NO,COMBINATION_PRODUCT: Meritup oral solution,FEMALE,"ADULT, OLDER_ADULT",PHASE2,32,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2023-12-01,2025-11-30
NOT_YET_RECRUITING,NO,DRUG: Aprepitant|DRUG: Palonosetron|DRUG: Fosaprepitant,FEMALE,"ADULT, OLDER_ADULT",PHASE4,1028,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-07,2029-07
WITHDRAWN,NO,DRUG: PICS (Reconstitution Method 1 or 2),ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,2020-04-27,2021-01-28
RECRUITING,NO,DRUG: Accelerated partial breast irradiation,FEMALE,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-12,2033-01-31
COMPLETED,NO,DRUG: Pyrotinib Maleate|DRUG: Vinorelbine,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-01,2022-02-06
NOT_YET_RECRUITING,NO,DRUG: ILB-2109|DRUG: Toripalimab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,200,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-07-25,2026-07-24
RECRUITING,NO,DRUG: Vaginal Lactobacillus capsules,FEMALE,ADULT,PHASE2,60,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: PREVENTION,2023-08-24,2024-12-30
ENROLLING_BY_INVITATION,NO,BEHAVIORAL: Patient nudge|BEHAVIORAL: Provider nudge,FEMALE,"ADULT, OLDER_ADULT",NA,1600,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: SCREENING,2023-10-04,2024-09
RECRUITING,NO,DIAGNOSTIC_TEST: Brain imaging|DIAGNOSTIC_TEST: Analysis of circulating tumor DNA|BEHAVIORAL: Testing Morbidities Index,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2023-11-29,2028-06-01
TERMINATED,YES,DRUG: Alpelisib|DRUG: Fulvestrant|DRUG: Metformin XR|DRUG: Dapagliflozin + metformin XR|DRUG: Dapagliflozin,ALL,"ADULT, OLDER_ADULT",PHASE2,2,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-04-06,2023-05-10
RECRUITING,NO,OTHER: Home based exercise training,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-04-07,2023-12-30
NOT_YET_RECRUITING,NO,PROCEDURE: Biopsy|PROCEDURE: Biospecimen Collection|PROCEDURE: Bone Scan|PROCEDURE: Computed Tomography|DRUG: Immunotherapy|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Positron Emission Tomography|RADIATION: Stereotactic Body Radiation Therapy,ALL,"ADULT, OLDER_ADULT",PHASE1,24,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-06-12,2026-10-22
RECRUITING,NO,DRUG: Huaier Granule,ALL,"ADULT, OLDER_ADULT",PHASE4,1072,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-06-18,2028-07-28
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Rhythmic Auditory Stimulation|BEHAVIORAL: Evidence-Based Exercise,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-08-15,2024-08-14
RECRUITING,NO,DRUG: PF-07220060|COMBINATION_PRODUCT: Letrozole|COMBINATION_PRODUCT: Fulvestrant|DRUG: Midazolam|COMBINATION_PRODUCT: Enzalutamide,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,337,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-23,2027-10-19
RECRUITING,NO,DRUG: Dexmedetomidine,FEMALE,"ADULT, OLDER_ADULT",PHASE3,158,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-07,2026-03-15
RECRUITING,NO,DRUG: RLY-5836|DRUG: Fulvestrant|DRUG: Palbociclib|DRUG: Ribociclib|DRUG: Abemaciclib,ALL,"ADULT, OLDER_ADULT",PHASE1,265,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-29,2026-01-13
COMPLETED,YES,BEHAVIORAL: Active video game teleconference support group|BEHAVIORAL: Standard support group + pedometer,FEMALE,"ADULT, OLDER_ADULT",NA,20,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2020-05-11,2022-03-29
TERMINATED,NO,DRUG: [225Ac]-FPI-1966|DRUG: [111In]-FPI-1967|BIOLOGICAL: vofatamab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,6,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-04-20,2023-09-08
COMPLETED,YES,DIAGNOSTIC_TEST: Reader Group X - Session 1|DIAGNOSTIC_TEST: Reader Group Y - Session 1|DIAGNOSTIC_TEST: Reader Group X - Session 2|DIAGNOSTIC_TEST: Reader Group Y - Session 2,FEMALE,"ADULT, OLDER_ADULT",NA,16,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-08-15,2020-11-01
RECRUITING,NO,DRUG: Iohexol 350 Mg/mL Injectable Solution,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-03-13,2024-10
RECRUITING,NO,BEHAVIORAL: Inspiratory muscle training|BEHAVIORAL: Exercise training,FEMALE,"ADULT, OLDER_ADULT",NA,78,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-11-13,2029-06-30
RECRUITING,NO,DRUG: Docetaxel|PROCEDURE: Lumpectomy|PROCEDURE: Mastectomy|DRUG: Nab-paclitaxel|DRUG: Paclitaxel|BIOLOGICAL: Pertuzumab|RADIATION: Radiation Therapy|BIOLOGICAL: Trastuzumab|BIOLOGICAL: Trastuzumab Emtansine,ALL,"ADULT, OLDER_ADULT",PHASE2,2156,NETWORK,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-13,2038-12-31
RECRUITING,NO,DRUG: Paclitaxel|DRUG: Paclitaxel,FEMALE,"ADULT, OLDER_ADULT",PHASE4,22,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-28,2024-05
RECRUITING,NO,BEHAVIORAL: Supervised Home-Based Exercise|BEHAVIORAL: Unsupervised Home-Based Exercise|BEHAVIORAL: Attention Control,ALL,"ADULT, OLDER_ADULT",NA,135,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-10-31,2025-01-31
COMPLETED,NO,BEHAVIORAL: You-Tube Video: Elissa's EE song|BEHAVIORAL: Active Comparator: Standard of Care,FEMALE,"ADULT, OLDER_ADULT",NA,240,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2022-02-10,2022-03-14
RECRUITING,NO,OTHER: Coaching sessions,FEMALE,ADULT,NA,200,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-10-05,2024-04-05
RECRUITING,NO,DRUG: Docetaxel|DRUG: carboplatin|DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Epirubicin|DRUG: cyclophosphamide,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1406,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-06-07,2031-07-01
COMPLETED,NO,"DRUG: Combination, Rogaratinib + palbociclib + fulvestrant",FEMALE,"ADULT, OLDER_ADULT",PHASE1,9,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-11-25,2023-04-04
RECRUITING,NO,DRUG: BDC-3042|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,167,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-10-11,2028-03
RECRUITING,NO,DIETARY_SUPPLEMENT: QISENG|DIETARY_SUPPLEMENT: PLACEBO,FEMALE,"ADULT, OLDER_ADULT",NA,354,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-09-27,2025-09
RECRUITING,NO,DRUG: sulforaphane|DRUG: Placebo Oral Tablet,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,70,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-06-01,2026-06-01
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: TC-510|DRUG: Fludarabine|DRUG: Cyclophosphamide,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,6,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-06-21,2027-12
COMPLETED,NO,DRUG: amcenestrant|DRUG: [14C]-SAR439859 microtracer|DRUG: [14C]-SAR439859,FEMALE,"ADULT, OLDER_ADULT",PHASE1,6,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-06-15,2021-08-19
RECRUITING,NO,"OTHER: End-of-life conversation game called ""Hello""",ALL,"ADULT, OLDER_ADULT",NA,16,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-10-31,2024-11
COMPLETED,YES,DRUG: PF-06946860|DRUG: Placebo for PF-06946860,ALL,"ADULT, OLDER_ADULT",PHASE1,18,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-05-11,2022-08-09
UNKNOWN,NO,BIOLOGICAL: CD44v6-specific CAR gene-engineered T cells,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-01,2023-12-31
RECRUITING,NO,DEVICE: contrast-enhanced mammography,FEMALE,"ADULT, OLDER_ADULT",NA,1500,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2023-11-08,2031-04
RECRUITING,NO,OTHER: Potlako intervention|OTHER: Enhanced care,ALL,"ADULT, OLDER_ADULT",PHASE2,1500,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-11-18,2025-09-30
NOT_YET_RECRUITING,NO,BEHAVIORAL: I-Can-Manage-Pain after cancer (Pain Management Program),ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-11-01,2024-07-30
RECRUITING,NO,DRUG: XZP-3287+Fulvestrant|DRUG: Placebo + Fulvestrant,FEMALE,"ADULT, OLDER_ADULT",PHASE3,300,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-16,2029-11
WITHDRAWN,NO,BIOLOGICAL: Recombinant human IL-7-hyFc (NT-I7)|BIOLOGICAL: Vaccine sequence 1|BIOLOGICAL: Vaccine sequence 2,ALL,"ADULT, OLDER_ADULT",PHASE1,0,NIH,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-05-30,2023-11-01
UNKNOWN,NO,DRUG: TQB2450|DRUG: Anlotinib|DRUG: Paclitaxel for Injection (albumin bound),ALL,"ADULT, OLDER_ADULT",PHASE3,332,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-01,2022-07-01
RECRUITING,NO,DRUG: Neratinib,ALL,"ADULT, OLDER_ADULT",PHASE2,15,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-12-06,2025-07
ACTIVE_NOT_RECRUITING,NO,DRUG: QL1701|DRUG: Herceptin®|DRUG: Docetaxel,FEMALE,"ADULT, OLDER_ADULT",PHASE3,474,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-04-29,2023-10
RECRUITING,NO,BEHAVIORAL: Self-administered acupressure|BEHAVIORAL: Aerobic exercise,ALL,"ADULT, OLDER_ADULT",NA,138,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2022-06-01,2025-05
RECRUITING,NO,DRUG: Pembrolizumab|RADIATION: Radiation Therapy|DRUG: Axatilimab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,35,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-01,2025-12-01
ACTIVE_NOT_RECRUITING,NO,DRUG: Trilaciclib|DRUG: Placebo|DRUG: Gemcitabine|DRUG: Carboplatin,ALL,"ADULT, OLDER_ADULT",PHASE3,194,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-04-15,2024-10-25
UNKNOWN,NO,DRUG: OP-1250|DRUG: Palbociclib,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-12-10,2023-12
RECRUITING,NO,DEVICE: acupuncture|DRUG: Guizhi-Shaoyao-Zhimu decoction,FEMALE,"ADULT, OLDER_ADULT",NA,72,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-05-05,2023-03-03
WITHDRAWN,NO,COMBINATION_PRODUCT: PAI Tool and Exercise Coaching,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2022-04-12,2022-04-12
RECRUITING,NO,BIOLOGICAL: ESR1 peptide vaccine,ALL,"ADULT, OLDER_ADULT",PHASE1,18,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-09-01,2026-02-01
RECRUITING,NO,BEHAVIORAL: Faith in Action! Church-based Navigation Model|OTHER: Control,FEMALE,"ADULT, OLDER_ADULT",NA,320,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-07-16,2024-12-01
RECRUITING,NO,PROCEDURE: Surgical intervention|DRUG: Control,ALL,"ADULT, OLDER_ADULT",PHASE3,200,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-01-01,2029-12-31
COMPLETED,NO,BEHAVIORAL: Information about hypothetical mammography screening without benefits,FEMALE,ADULT,NA,768,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-11-06,2021-01-04
NOT_YET_RECRUITING,NO,"OTHER: Leaflet ""decidons ensemble"" (making a decision together)",FEMALE,"ADULT, OLDER_ADULT",NA,66000,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2023-01-01,2025-01-01
RECRUITING,NO,RADIATION: No PMRT for mastectomy / No regional RT for BCS|RADIATION: PMRT for mastectomy / WBI + Regional RT for BCS,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1106,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-08-01,2033-12-31
ACTIVE_NOT_RECRUITING,NO,DEVICE: da Vinci SPⓇ Single-port System,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-07-30,2023-08-01
TERMINATED,YES,DIETARY_SUPPLEMENT: probiotic plus prebiotic supplement|DIETARY_SUPPLEMENT: placebo,FEMALE,"ADULT, OLDER_ADULT",NA,3,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-07-20,2022-05-01
RECRUITING,NO,DEVICE: Surface Guided Radiation Therapy (SGRT),FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,556,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-04-01,2027-04-01
NOT_YET_RECRUITING,NO,DRUG: palbociclib and exemestane plus trastuzumab and pyrotinib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,57,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-30,2025-04-30
ACTIVE_NOT_RECRUITING,NO,OTHER: Best Practice|OTHER: Educational Intervention|OTHER: Educational Intervention|PROCEDURE: Genomic Profile|OTHER: Survey Administration,ALL,"ADULT, OLDER_ADULT",NA,465,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-12-30,2024-06-30
COMPLETED,NO,BEHAVIORAL: alcohol brief intervention|BEHAVIORAL: lifestyle health promotion,FEMALE,"ADULT, OLDER_ADULT",NA,558,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: OTHER",2021-02-05,2021-12-02
RECRUITING,NO,COMBINATION_PRODUCT: Study Device Arm,FEMALE,"ADULT, OLDER_ADULT",PHASE2,323,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: OTHER,2020-09-01,2025-12
WITHDRAWN,NO,BEHAVIORAL: Energy Conservation Work Simplification Education,FEMALE,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-01-27,2020-09-01
RECRUITING,NO,DEVICE: Phi-Bra prototype measurements,FEMALE,"ADULT, OLDER_ADULT",NA,41,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-03-30,2023-08-30
RECRUITING,NO,DRUG: Avapritinib,ALL,"ADULT, OLDER_ADULT",PHASE2,50,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-20,2025-02-03
UNKNOWN,NO,BEHAVIORAL: Physical exercise,FEMALE,"ADULT, OLDER_ADULT",NA,248,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION,2022-01-01,2023-12-30
RECRUITING,NO,BEHAVIORAL: Self-Guided PEPP Intervention Workbook|BEHAVIORAL: Self-Guided PEPP Education Workbook,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2024-02-01,2024-09-30
RECRUITING,NO,DRUG: Albumin-bound paclitaxel combined with carboplatin|DRUG: Epirubicin combined with docetaxel,FEMALE,"ADULT, OLDER_ADULT",PHASE4,110,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-19,2026-11-30
RECRUITING,NO,BIOLOGICAL: Intratumoral administration of Stimotimagene copolymerplasmid|DRUG: Intravenous administration of Ganciclovir (Cymeven®),ALL,"ADULT, OLDER_ADULT",PHASE1,12,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-01,2023-12
RECRUITING,NO,PROCEDURE: Acupuncture|PROCEDURE: Sham Acupuncture|OTHER: Wait-List Control (WLC)|OTHER: Questionnaires,FEMALE,"ADULT, OLDER_ADULT",PHASE2,260,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-06,2025-04
SUSPENDED,NO,DIAGNOSTIC_TEST: Zenith FLIM Diagnostics,FEMALE,"ADULT, OLDER_ADULT",NA,100,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-12-15,2022-11-02
