Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
COMPLETED,NO,BIOLOGICAL: Recombinant novel coronavirus vaccine (CHO cells),ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,300,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-01-10,2022-12-06
COMPLETED,NO,BIOLOGICAL: COVI-VAC,ALL,"ADULT, OLDER_ADULT",PHASE1,20,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-04-14,2022-12-22
WITHDRAWN,NO,BIOLOGICAL: EQ001|BIOLOGICAL: EQ001 Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-11,2021-06
RECRUITING,NO,DRUG: Shenlingcao Oral Liquid,ALL,"ADULT, OLDER_ADULT",PHASE2,152,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-05-30,2024-02-01
COMPLETED,NO,OTHER: community health worker support|OTHER: care as usual,ALL,"ADULT, OLDER_ADULT",NA,140,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: SUPPORTIVE_CARE,2020-05-21,2020-10-30
COMPLETED,YES,DRUG: Homeopathic Medication|OTHER: Placebo,ALL,ADULT,PHASE3,77,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-15,2022-04-22
RECRUITING,NO,BEHAVIORAL: NexJ Connected Wellness|OTHER: Usual Care,ALL,"ADULT, OLDER_ADULT",NA,152,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-05-02,2024-09
UNKNOWN,NO,DRUG: Emtricitabine/Tenofovir Disoproxil Fumarate 200 MG-245 MG Oral Tablet [TRUVADA]|DRUG: Baricitinib + dexamethasone|DRUG: Dexamethasone,ALL,"ADULT, OLDER_ADULT",PHASE3,2193,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-04,2022-11-30
COMPLETED,YES,OTHER: Placebo|DRUG: Remdesivir,ALL,"ADULT, OLDER_ADULT",PHASE3,1062,NIH,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-02-21,2020-05-21
UNKNOWN,NO,"BIOLOGICAL: SARS-CoV-2 Vaccine (Vero Cells), Inactivated|BIOLOGICAL: Placebo",ALL,"ADULT, OLDER_ADULT",PHASE3,28000,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-05,2022-11
TERMINATED,YES,DRUG: PLN-74809|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,6,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-10-22,2021-08-02
UNKNOWN,NO,BIOLOGICAL: Cell therapy protocol 1|BIOLOGICAL: Cell therapy protocol 2,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,60,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-05,2020-12-10
TERMINATED,NO,DRUG: BMS-986253,ALL,"ADULT, OLDER_ADULT",PHASE2,43,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-16,2021-03-01
COMPLETED,NO,DEVICE: Nasal Photodisinfection|DEVICE: Sham Comparator: Control,ALL,"ADULT, OLDER_ADULT",NA,100,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2021-12-20,2022-05-30
COMPLETED,YES,DEVICE: Saliva Assay,ALL,"CHILD, ADULT, OLDER_ADULT",NA,464,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-09-29,2021-03-31
COMPLETED,NO,BIOLOGICAL: BNT162b2|OTHER: Placebo|BIOLOGICAL: BNT162b2 OMI|BIOLOGICAL: Combination BNT162b2 and BNT162b2 OMI|BIOLOGICAL: Combination (Bivalent) BNT162b2 and BNT162b2 OMI,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,16385,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-07-01,2023-05-25
COMPLETED,NO,DEVICE: CogniFit's CCT Post COVID-19,ALL,"ADULT, OLDER_ADULT",NA,73,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-12-01,2022-02-28
COMPLETED,NO,DIAGNOSTIC_TEST: Take home saliva kits,ALL,"CHILD, ADULT, OLDER_ADULT",NA,120,OTHER,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-09-14,2022-06-30
RECRUITING,NO,DRUG: Trimodulin|DRUG: Placebo (human albumin 1%),ALL,"ADULT, OLDER_ADULT",PHASE3,390,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-22,2025-08-31
COMPLETED,NO,PROCEDURE: Therapeutic Plasma Exchange (TPE),ALL,"ADULT, OLDER_ADULT",NA,10,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-07-25,2021-01-20
COMPLETED,NO,DEVICE: Auricular transcutaneous vagus nerve stimulation,ALL,ADULT,NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-10-27,2023-01-04
COMPLETED,NO,DRUG: GX-03|DRUG: Petrolatum ointment,ALL,"ADULT, OLDER_ADULT",PHASE2,85,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-01-21,2021-05-30
COMPLETED,NO,DRUG: ADM03820|OTHER: Placebo,ALL,ADULT,PHASE1,48,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-04,2023-10-06
UNKNOWN,NO,BIOLOGICAL: IN-B009 (Low-dose)|BIOLOGICAL: IN-B009 (High-dose),ALL,ADULT,PHASE1,40,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2021-09-16,2023-02
COMPLETED,NO,BIOLOGICAL: CoronaVac|BIOLOGICAL: Turkovac,ALL,ADULT,PHASE2,222,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-07-12,2022-06-06
SUSPENDED,NO,DRUG: Fluvoxamine|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,400,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-01-16,2021-07-31
COMPLETED,NO,DRUG: Brazilian Green Propolis Extract (EPP-AF)|OTHER: Standard care,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,120,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-06-02,2020-08-30
COMPLETED,NO,OTHER: Standard interface|DEVICE: Double-Trunk Mask,ALL,"ADULT, OLDER_ADULT",NA,12,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-04-09,2020-05-01
WITHDRAWN,NO,DRUG: Azithromycin|DRUG: Hydroxychloroquine|DRUG: Lopinavir 200Mg/Ritonavir 50Mg Tab,ALL,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-07,2021-04-19
COMPLETED,YES,BIOLOGICAL: Dupilumab|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-05-25,2023-04-18
WITHDRAWN,NO,OTHER: Standard of care (SOC)|DRUG: Hydroxychloroquine|DRUG: Association of diltiazem and niclosamide,ALL,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2020-05,2023-05
COMPLETED,NO,OTHER: Virtual Care at Home,ALL,"ADULT, OLDER_ADULT",NA,817,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-08-17,2022-02-04
COMPLETED,NO,OTHER: tele-monitoring,ALL,"ADULT, OLDER_ADULT",NA,56,OTHER,"Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-01-01,2021-09-01
ACTIVE_NOT_RECRUITING,NO,DRUG: Olokizumab|DRUG: Standard therapy,ALL,"ADULT, OLDER_ADULT",PHASE3,198,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-08,2023-04
COMPLETED,NO,DRUG: Honey|DRUG: Nigella Sativa / Black Cumin|DRUG: Placebos,ALL,"ADULT, OLDER_ADULT",PHASE3,313,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-04-30,2020-08-30
COMPLETED,NO,DIAGNOSTIC_TEST: Rapid Antigen Test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,592,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2020-11-23,2021-04-28
COMPLETED,NO,DRUG: XC221|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,274,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-06-26,2022-11-14
ACTIVE_NOT_RECRUITING,NO,DRUG: Placebo administration|DIAGNOSTIC_TEST: Confirm SARS-CoV-2 infection|PROCEDURE: Physical Examination|PROCEDURE: Vital Signs|DIAGNOSTIC_TEST: Hematology blood test|DIAGNOSTIC_TEST: Biochemistry blood test|OTHER: NEWS score|DIAGNOSTIC_TEST: PK test|DIAGNOSTIC_TEST: blood test for inflammatory markers|DIAGNOSTIC_TEST: D-dimer test|OTHER: VAS scale|DIAGNOSTIC_TEST: Urine pregnancy test for women of childbearing potential|PROCEDURE: ECG|OTHER: COVID-19-Impact on Quality of Life Questionnaire|DRUG: CimetrA-1|DRUG: CimetrA-2,ALL,"ADULT, OLDER_ADULT",PHASE3,252,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-06-11,2023-04
ACTIVE_NOT_RECRUITING,NO,OTHER: Functional Rehabilitation|OTHER: Neuromuscular Electrical Stimulation,ALL,"ADULT, OLDER_ADULT",NA,88,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-05-01,2022-12-01
COMPLETED,NO,BIOLOGICAL: NVX-CoV2373|BIOLOGICAL: BBIBP-CorV vaccine,ALL,"ADULT, OLDER_ADULT",PHASE3,1000,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-03-18,2023-05-04
UNKNOWN,NO,RADIATION: Lung Low Dose Radiation,ALL,OLDER_ADULT,NA,41,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-01,2021-12-31
TERMINATED,NO,DRUG: Nitric Oxide 0.5 % / Nitrogen 99.5 % Gas for Inhalation,ALL,"ADULT, OLDER_ADULT",PHASE2,13,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2017-10-24,2021-06-30
COMPLETED,NO,DRUG: AZVUDINE|DRUG: AZVUDINE placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,312,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-01-15,2022-07-27
NOT_YET_RECRUITING,NO,"BIOLOGICAL: BIBP (CNBG, Sinopharm) WIV|BIOLOGICAL: CanSinoBIO|BIOLOGICAL: AstraZeneca ChAdOx",ALL,"ADULT, OLDER_ADULT",PHASE2,1680,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-01,2024-06-30
TERMINATED,NO,DRUG: Candesartan Cilexetil|DRUG: Repagermanium|DRUG: Candesartan Placebo|DRUG: Repagermanium Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,49,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-01-07,2023-01-28
ACTIVE_NOT_RECRUITING,NO,"BIOLOGICAL: Moderna mRNA-1273|BIOLOGICAL: BNT162b2|BIOLOGICAL: Ad26.COV2.S|DRUG: Continue IS (MMF or MPA)|DRUG: Continue IS (MTX)|BIOLOGICAL: Continue IS (B cell depletion therapy)|BIOLOGICAL: Monovalent [B.1.351] CoV2 preS dTM-AS03|DRUG: Withhold IS (MMF or MPA)|DRUG: Withhold IS (MTX)|DRUG: Withhold IS (B cell depletion therapy)|BIOLOGICAL: Moderna mRNA-1273, Bivalent|BIOLOGICAL: BNT162b2, Bivalent",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,257,NIH,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-08-13,2024-04-22
UNKNOWN,NO,DIAGNOSTIC_TEST: ELISA POCT vs RT-PCR,ALL,"ADULT, OLDER_ADULT",NA,1500,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-02-18,2021-12-30
TERMINATED,NO,DRUG: Colchicine|DRUG: Placebo oral tablet,ALL,"ADULT, OLDER_ADULT",PHASE2,116,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05-27,2021-08-16
COMPLETED,NO,BIOLOGICAL: ChAdOx1-nCov-19 (Astra-Zeneca)|BIOLOGICAL: SARS-CoV-2 messenger RNA-1273 (Moderna) vaccine,ALL,"ADULT, OLDER_ADULT",NA,499,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-07-06,2022-05-18
WITHDRAWN,NO,DRUG: Chloroquine Phosphate Tablets,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-03-10,2021-02-16
RECRUITING,NO,BEHAVIORAL: COVID Prevention Program (CPP),ALL,"ADULT, OLDER_ADULT",NA,256,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-04-11,2025-10-31
COMPLETED,YES,BEHAVIORAL: Biobehavioral Tele-rehabilitation Sessions,ALL,"ADULT, OLDER_ADULT",NA,49,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-12-11,2021-12-27
COMPLETED,NO,DRUG: NVX-Cov2373,ALL,ADULT,PHASE3,911,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-07-11,2022-09-01
RECRUITING,NO,DEVICE: Experimental group/ Active HD-tDCS|DEVICE: Control Group / Sham Group,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-09-14,2022-07-14
WITHDRAWN,NO,DRUG: Ivermectin|OTHER: Prophylaxis,ALL,"ADULT, OLDER_ADULT",PHASE4,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-10,2022-06
COMPLETED,NO,DRUG: CORVax|DRUG: IL-12 plasmid|DEVICE: Cliniporator,ALL,"ADULT, OLDER_ADULT",PHASE1,16,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-12-30,2022-12-28
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: 202-CoV low adjuvant dose|BIOLOGICAL: 202-CoV low antigen dose|BIOLOGICAL: 202-CoV standard dose|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,72,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-07-12,2023-06
NOT_YET_RECRUITING,NO,BIOLOGICAL: 30μg dose of LYB002V14|BIOLOGICAL: 60μg dose of LYB002V14|BIOLOGICAL: placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,120,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-12-26,2024-12-31
RECRUITING,NO,DRUG: nirmatrelvir|DRUG: ritonavir,FEMALE,ADULT,PHASE1,8,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-12-12,2023-12-15
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: LYB002V14|BIOLOGICAL: LYB002V14A|BIOLOGICAL: LYB002CA,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,210,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-04-25,2023-11-30
COMPLETED,NO,DRUG: Hydroxychloroquine|DRUG: Lopinavir / Ritonavir|DRUG: Interferon Beta-1A|DRUG: Interferon Beta-1B,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-09,2020-04-27
COMPLETED,YES,DRUG: sodium pyruvate nasal spray,ALL,ADULT,PHASE2|PHASE3,22,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-27,2022-03-07
RECRUITING,NO,DEVICE: Transcranial Direct Current Therapy (tDCS),ALL,"CHILD, ADULT, OLDER_ADULT",NA,27,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-04-01,2023-07
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: VXCO-100|BIOLOGICAL: COVID-19 mRNA vaccine,ALL,"ADULT, OLDER_ADULT",PHASE1,130,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2023-08-04,2024-08-31
COMPLETED,NO,BEHAVIORAL: Occupational Therapy,ALL,CHILD,NA,52,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2020-12-13,2021-03-30
COMPLETED,NO,OTHER: Respiratory Training|OTHER: Aerobic training,ALL,ADULT,NA,80,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-07-02,2022-10-30
TERMINATED,NO,DRUG: Aviptadil 67μg|DRUG: Placebo 0.9% NaCl solution,ALL,"ADULT, OLDER_ADULT",PHASE2,83,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-05-18,2023-06-14
COMPLETED,NO,BIOLOGICAL: SARS-CoV-2 recombinant spike protein + Advax-SM adjuvant|BIOLOGICAL: Saline placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,400,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-05-30,2021-12-30
TERMINATED,YES,DRUG: Camostat,ALL,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-23,2022-03-03
RECRUITING,NO,DRUG: Tozorakimab|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,2902,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-12-13,2025-03-17
NOT_YET_RECRUITING,NO,OTHER: Cardiopulmonary rehabilitation|OTHER: Health education,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2022-10-01,2024-12-31
UNKNOWN,NO,COMBINATION_PRODUCT: Recombinant Bacterial ACE2 receptors -like enzyme of B38-CAP (rbACE2) plus Aerosolized 13 cis retinoic acid,ALL,ADULT,PHASE1,24,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-07,2021-10
COMPLETED,NO,DIETARY_SUPPLEMENT: Targeted Wellness Formula C™ Sublingual Drops - 1200mg - 30 mL (Formula C),ALL,"ADULT, OLDER_ADULT",NA,32,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2021-04-02,2022-02-14
UNKNOWN,NO,DRUG: Hydroxychloroquine|DRUG: Placebo oral tablet,ALL,ADULT,NA,374,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-05-15,2020-10-15
COMPLETED,YES,DRUG: Hydroxychloroquine|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,1312,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-03-17,2020-05-20
UNKNOWN,NO,BEHAVIORAL: The PREPARE program,ALL,OLDER_ADULT,NA,372,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-06-15,2021-09-15
TERMINATED,NO,OTHER: Questionnaire Administration|BIOLOGICAL: Sotrovimab|PROCEDURE: Biospecimen Collection,ALL,"ADULT, OLDER_ADULT",PHASE1,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-01-25,2023-01-10
COMPLETED,NO,BEHAVIORAL: Intervention for TECC Model,ALL,"ADULT, OLDER_ADULT",NA,31,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-05-04,2022-06-30
COMPLETED,NO,DIAGNOSTIC_TEST: Psychological and Physiological Assessments,ALL,ADULT,NA,192,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-12-15,2023-06-30
COMPLETED,NO,BIOLOGICAL: mRNA-1273,ALL,"ADULT, OLDER_ADULT",PHASE2,19,NIH,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-04-28,2023-05-25
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: SARS-CoV-2 Recombinant Protein Nanoparticle Vaccine (GBP510) (RBD of SARS-CoV-2 25ug / dose) Adjuvanted with AS03|OTHER: Normal saline,ALL,"ADULT, OLDER_ADULT",PHASE2,770,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-01-24,2023-11
UNKNOWN,NO,DRUG: Senicapoc,ALL,"ADULT, OLDER_ADULT",PHASE2,46,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-24,2021-12-31
